WORD                           | IPA
метално-пластмасов             | mˈetɐɫnˈopɫastmˈasof
министър-председат             | mˈinistˈɤrpret͡sˈedɐtˈɤ
министър-председател           | miˈnistɐr-prɛt͡sɛˈdatɛɫ
министър-председател           | mˈinistˈɤrpret͡sˈedɐtˈeɫ
министър-председателка         | miˈnistɐr-prɛt͡sɛˈdatɛɫkɐ
министър-председателка         | mˈinistˈɤrpret͡sedatˈeɫkɐ
минно-геоложки                 | minnˈoɡeˈoɫoʃkˈi
митинг-заря                    | mitˈinɡzˈarjɐ
митинг-концерт                 | mitˈinkkˈont͡serɤtˈɤ
митинг-концертче               | mitˈinkkont͡sˈertt͡ʃe
митинг-шествие                 | mitˈinkʃˈestvˈie
миш-маш                        | miʃˈɤmɐʃˈɤ
миш-машче                      | mˈiʃmˈaʃt͡ʃe
мозъчно-черепен                | mˈozˈɤt͡ʃnot͡ʃerˈepen
морално-етичен                 | mˈorɐɫnˈoˈetit͡ʃˈen
морално-етически               | mˈorɐɫnˈoetˈit͡ʃeski
морално-политически            | mˈorɐɫnˈopolˈitit͡ʃˈeski
морско-речен                   | mˈorskˈorˈet͡ʃˈen
музикално-сценичен             | muzˈikɐɫnˈost͡sˈenit͡ʃˈen
мъжко-женски                   | mˈɤʃkˈoʒˈenskˈi
надве-натри                    | nɐdvˈenɐtrˈi
най-безшумно                   | ˈnaj-bɛʃˈʃumno
най-вече                       | nɐivˈet͡ʃe
най-добре                      | ˈnaj-doˈbrɛ
най-добър                      | ˈnaj-doˈbɤr
най-напред                     | ˈnaj-nɐˈprɛt
най-после                      | nɐjˈpɔslɛ
народно-прогресивен            | nˈarodnˈoproɡrˈesivˈen
научно-популярен               | nˈaut͡ʃnˈopopˈulɐrˈen
научно-практически             | nˈaut͡ʃnˈoprˈaktit͡ʃˈeski
научно-приложен                | nˈaut͡ʃnˈoprˈiɫoʒˈen
научно-професионален           | nˈaut͡ʃnˈoprofesiˈonɐlˈen
научно-технически              | nˈaut͡ʃnˈotˈexnit͡ʃˈeski
национално-патриотичен         | nɐt͡siˈonɐɫnˈopɐtriˈotit͡ʃˈen
национално-радикален           | nɐt͡siˈonɐɫnˈoradˈikɐlˈen
началник-влак                  | nˈat͡ʃɐɫnˈikvɫˈakˈɤ
началник-гара                  | nˈat͡ʃɐɫnˈiɡɡˈarˈa
началник-група                 | nˈat͡ʃɐɫnˈiɡɡrˈupˈa
началник-кабинет               | nˈat͡ʃɐɫnˈikkabˈinetˈɤ
началник-канцелария            | nˈat͡ʃɐɫnˈikkant͡sˈeɫɐrˈijɐ
началник-направление           | nˈat͡ʃɐɫnˈiknaprˈavlenˈie
началник-отдел                 | nˈat͡ʃɐɫnˈikˈoddelˈɤ
началник-отделение             | nˈat͡ʃɐɫnˈikoddˈelenˈie
началник-сектор                | nˈat͡ʃɐɫnˈiksektˈor
началник-склад                 | nˈat͡ʃɐɫnˈikskɫˈadˈɤ
началник-смяна                 | nˈat͡ʃɐɫnˈiksmjˈanɐ
началник-управление            | nˈat͡ʃɐɫnˈikuprˈavlenˈie
началник-цех                   | nˈat͡ʃɐɫnˈikt͡sˈexˈɤ
началник-щаб                   | nˈat͡ʃɐɫnˈikʃt͡ʃˈabˈɤ
небрежно-елегантен             | nˈebreʒnˈoelˈeɡɐntˈen
неврели-некипели               | nˈevrelinekˈipeli
немай-къде                     | nˈemɐikˈɤde
немил-недраг                   | nˈemilˈɤnˈedrɐk
немско-американски             | nemskˈoɐmerˈikɐnskˈi
немско-бразилски               | nemskˈobrˈaziɫskˈi
немско-британски               | nemskˈobrˈitɐnskˈi
немско-български               | nemskˈobɤɫɡˈarski
немско-еврейски                | nemskˈoˈevrejskˈi
немско-португалски             | nemskˈoportˈuɡɐɫskˈi
немско-румънски                | nemskˈorˈumɤnskˈi
нервно-мозъчен                 | nervnˈomˈozˈɤt͡ʃen
нервно-психиатричен            | nervnˈopsiçiˈatrit͡ʃˈen
нервно-психичен                | nervnˈopsiçˈit͡ʃen
нервно-психически              | nervnˈopsˈiçit͡ʃˈeski
новинарско-коментарен          | novinˈarskokomentˈaren
норвежко-български             | nˈorveʃkˈobɤɫɡˈarski
ноу-хау                        | noˈuxɐu
образователно-квалификационен  | obrazˈovɐtˈeɫnokvɐlifikat͡sˈionˈen
обществено-икономически        | ˈopʃt͡ʃestvˈenoikonˈomit͡ʃˈeski
обществено-политически         | ˈopʃt͡ʃestvˈenopolˈitit͡ʃˈeski
овде-онде                      | ˈovdeˈonde
окислително-редукционен        | okislitˈeɫnoredukt͡sˈionˈen
оловно-цинков                  | ˈoɫovnˈot͡sˈinkˈof
оперативно-издирвателен        | operˈativnˈoizdirvˈatelen
оперативно-следствен           | operˈativnˈoslˈedˈɤstvˈen
оперативно-тактически          | operˈativnˈotˈaktit͡ʃˈeski
оперативно-технически          | operˈativnˈotˈexnit͡ʃˈeski
оперно-театрален               | ˈopˈernoteˈatrɐlˈen
оперно-филхармоничен           | ˈopˈernofiɫxarmˈonit͡ʃˈen
опорно-двигателен              | ˈopornˈodvˈiɡɐtˈelen
оранжево-бял                   | ˈorɐnʒˈevobjˈalˈɤ
оранжево-виолетов              | ˈorɐnʒˈevoviˈoletˈof
оранжево-жълт                  | ˈorɐnʒˈevoʒˈɤlɤtˈɤ
оранжево-зелен                 | ˈorɐnʒˈevozˈelenˈɤ
оранжево-кафеникав             | ˈorɐnʒˈevokɐfenˈikɐf
оранжево-кафяв                 | ˈorɐnʒˈevokˈafjɐvˈɤ
оранжево-розов                 | ˈorɐnʒˈevorˈozˈof
оранжево-сив                   | ˈorɐnʒˈevosˈif
оранжево-син                   | ˈorɐnʒˈevosˈin
оранжево-червен                | ˈorɐnʒˈevot͡ʃˈervenˈɤ
оранжево-черен                 | ˈorɐnʒˈevot͡ʃerˈen
ортопед-травматолог            | ortˈopedˈɤtrɐvmatˈoɫok
осем-деветгодишен              | ˈosˈemdˈevedɡˈodiʃˈen
осемнадесет-деветнадесетгодишен | osˈemnɐdˈeseddevetnɐdesedɡodˈiʃen
осемнайсет-двайсетгодишен      | osemnˈajseddvɐjsedɡodˈiʃen
отгоре-отгоре                  | ˈodɡorˈeˈodɡorˈe
отчетно-изборен                | ˈott͡ʃetnˈoizbˈoren
п-образен                      | pˈɤˈobrˈazen
палестинско-израелски          | palˈestinskˈoizrˈaeɫskˈi
парично-предметен              | pˈarit͡ʃnˈoprˈedmetˈen
паспортно-визов                | pˈasportnˈovizˈof
пепси-кола                     | pˈepsˈikˈoɫˈa
перпетуум-мобиле               | pˈerpetˈuummˈobˈile
персийско-турски               | pˈersijskˈotˈurskˈi
песъкливо-глинест              | pesɤklˈivoɡlˈinˈest
песъкливо-глинестопочвен       | pesɤklˈivoɡlinestopˈot͡ʃven
песъчливо-глинест              | pesˈɤt͡ʃlivˈoɡlˈinˈest
пет-шестгодишен                | pˈet͡ʃˈezdɡˈodiʃˈen
пет-шестима                    | pˈet͡ʃˈestimɐ
пет-шесткилометров             | pˈet͡ʃestkiɫomˈetrof
петнадесет-шестнадесетгодишен  | pˈetnɐdˈeset͡ʃˈestnɐdesedɡˈodiʃˈen
петнайсет-седемнайсетгодишен   | petnˈajset͡sedemnɐjsedɡodˈiʃen
петнайсет-шестнайсетгодишен    | petnˈajset͡ʃestnɐjsedɡodˈiʃen
пи-пи                          | pi-ˈpi
пикочно-полов                  | pˈikˈot͡ʃnopoɫˈof
пинг-понг                      | pˈinɤɡˈɤponɤɡˈɤ
пинг-понг                      | ˈpiŋkˈpɔŋk
пинг-понгче                    | pˈinkpˈonkt͡ʃe
питейно-битов                  | pˈitejnˈobˈitˈof
план-график                    | pɫˈanɡrˈafˈik
план-прием                     | pɫˈanpriˈem
план-програма                  | pɫˈanprˈoɡrɐmɐ
план-програмен                 | pɫˈanprˈoɡrɐmˈen
план-проспект                  | pɫˈanprˈospekɤtˈɤ
план-проспектов                | pɫˈanprospˈektof
план-сметка                    | pɫˈansmetkˈa
планинско-горски               | pɫˈaninskˈoɡˈorskˈi
планинско-ливаден              | pɫˈaninskˈolˈivɐdˈen
пластично-възстановителен      | pɫˈastit͡ʃnˈovɤsstanˈovitˈelen
плод-зеленчук                  | pɫˈodzelˈent͡ʃukˈɤ
плодово-зеленчуков             | pɫˈodˈovozelˈent͡ʃukˈof
по-безшумно                    | ˈpɔ-bɛʃˈʃumno
по-добре                       | ˈpɔ-doˈbrɛ
по-късно                       | ˈpɔ-ˈkɤsno
по-малко                       | ˈpɔ-ˈmaɫko
по-насам                       | ˈpɔnɐˈsam
по-натам                       | ˈpɔnɐˈtam
по-нататък                     | ˈpɔnɐˈtatɐk
по-рано                        | ˈpɔˈrano
по-тихо                        | ˈpɔ-ˈtixo
покупко-продажба               | pokˈupkoprˈodɐʒbˈa
политико-военен                | polˈitikˈovˈoenˈen
политико-икономически          | polˈitikˈoikonˈomit͡ʃˈeski
политико-медиен                | polˈitikˈomedˈien
политико-революционен          | polˈitikˈorevolut͡sˈionˈen
политико-сантиментален         | polˈitikˈosɐntimˈentɐlˈen
политико-социален              | polˈitikˈosot͡sˈiɐlˈen
политико-финансов              | polˈitikˈofˈinɐnsˈof
политическо-криминален         | polˈitit͡ʃˈeskokrimˈinɐlˈen
полско-американски             | poɫskˈoɐmerˈikɐnskˈi
полско-германски               | poɫskˈoɡˈermɐnskˈi
полско-китайски                | poɫskˈokˈitɐjskˈi
полско-литовски                | poɫskˈolˈitofskˈi
полско-руски                   | poɫskˈorˈuskˈi
полско-съветски                | poɫskˈosˈɤvet͡skˈi
помощник-агент                 | pˈomoʃt͡ʃnˈikˈaɡenɤtˈɤ
помощник-агентче               | pˈomoʃt͡ʃnˈikaɡˈentt͡ʃe
помощник-адвокат               | pˈomoʃt͡ʃnˈikadvˈokɐtˈɤ
помощник-адвокатче             | pˈomoʃt͡ʃnˈikɐdvokˈatt͡ʃe
помощник-администратор         | pˈomoʃt͡ʃnˈikɐdminˈistrɐtˈor
помощник-администраторче       | pˈomoʃt͡ʃnˈikɐdministratˈort͡ʃe
помощник-аптекар               | pˈomoʃt͡ʃnˈikaptˈekɐrˈɤ
помощник-архивар               | pˈomoʃt͡ʃnˈikarçˈivɐrˈɤ
помощник-асистент              | pˈomoʃt͡ʃnˈikasˈistenɤtˈɤ
помощник-асистентче            | pˈomoʃt͡ʃnˈikɐsistˈentt͡ʃe
помощник-библиотекар           | pˈomoʃt͡ʃnˈiɡbibliotˈekɐrˈɤ
помощник-библиотекарка         | pˈomoʃt͡ʃnˈiɡbibliotekˈarkɐ
помощник-боцман                | pˈomoʃt͡ʃnˈiɡbˈot͡smˈan
помощник-боцманче              | pˈomoʃt͡ʃnˈiɡbot͡smˈant͡ʃe
помощник-бригадир              | pˈomoʃt͡ʃnˈiɡbriɡˈadirˈɤ
помощник-бригадирче            | pˈomoʃt͡ʃnˈiɡbriɡadˈirt͡ʃe
помощник-водач                 | pˈomoʃt͡ʃnˈikvˈodɐt͡ʃˈɤ
помощник-вожд                  | pˈomoʃt͡ʃnˈikvˈoʃt͡ʃ
помощник-възпитател            | pˈomoʃt͡ʃnˈikvɤspˈitɐtˈeɫ
помощник-главатар              | pˈomoʃt͡ʃnˈiɡɡɫavˈatɐrˈɤ
помощник-главнокомандващ       | pˈomoʃt͡ʃnˈiɡɡɫɐvnokˈomɐndvˈaʃt͡ʃ
помощник-готвач                | pˈomoʃt͡ʃnˈiɡɡˈotvɐt͡ʃˈɤ
помощник-готвачка              | pˈomoʃt͡ʃnˈiɡɡotvˈat͡ʃkɐ
помощник-градинар              | pˈomoʃt͡ʃnˈiɡɡradˈinɐrˈɤ
помощник-гранатометчик         | pˈomoʃt͡ʃnˈiɡɡrɐnɐtomˈett͡ʃik
помощник-декан                 | pˈomoʃt͡ʃnˈiɡdˈekɐnˈɤ
помощник-деканче               | pˈomoʃt͡ʃnˈiɡdekˈant͡ʃe
помощник-детектив              | pˈomoʃt͡ʃnˈiɡdetˈektivˈɤ
помощник-детективче            | pˈomoʃt͡ʃnˈiɡdetektˈift͡ʃe
помощник-директор              | pˈomoʃt͡ʃnˈiɡdˈirektˈor
помощник-директорка            | pˈomoʃt͡ʃnˈiɡdˈirektˈorkɐ
помощник-директорче            | pˈomoʃt͡ʃnˈiɡdirektˈort͡ʃe
помощник-диригент              | pˈomoʃt͡ʃnˈiɡdirˈiɡenɤtˈɤ
помощник-диригентче            | pˈomoʃt͡ʃnˈiɡdiriɡˈentt͡ʃe
помощник-дърводелец            | pˈomoʃt͡ʃnˈiɡdɤrvˈodelˈet͡s
помощник-дякон                 | pˈomoʃt͡ʃnˈiɡdjˈakˈon
помощник-дяконче               | pˈomoʃt͡ʃnˈiɡdjakˈont͡ʃe
помощник-епископ               | pˈomoʃt͡ʃnˈikˈepiskˈop
помощник-епископче             | pˈomoʃt͡ʃnˈikepiskˈopt͡ʃe
помощник-игумен                | pˈomoʃt͡ʃnˈikˈiɡumˈen
помощник-игуменче              | pˈomoʃt͡ʃnˈikiɡumˈent͡ʃe
помощник-изследовател          | pˈomoʃt͡ʃnˈikissledovˈateɫ
помощник-иконом                | pˈomoʃt͡ʃnˈikikˈonomˈɤ
помощник-икономка              | pˈomoʃt͡ʃnˈikikˈonomkˈa
помощник-икономче              | pˈomoʃt͡ʃnˈikikonˈomt͡ʃe
помощник-инженер               | pˈomoʃt͡ʃnˈikinʒˈenerˈɤ
помощник-инженерче             | pˈomoʃt͡ʃnˈikinʒenˈert͡ʃe
помощник-инспектор             | pˈomoʃt͡ʃnˈikˈinspektˈor
помощник-инспекторче           | pˈomoʃt͡ʃnˈikinspektˈort͡ʃe
помощник-инструктор            | pˈomoʃt͡ʃnˈikˈinstruktˈor
помощник-инструкторче          | pˈomoʃt͡ʃnˈikinstruktˈort͡ʃe
помощник-камериер              | pˈomoʃt͡ʃnˈikkɐmerˈierˈɤ
помощник-камериерче            | pˈomoʃt͡ʃnˈikkɐmeriˈert͡ʃe
помощник-капитан               | pˈomoʃt͡ʃnˈikkapˈitɐnˈɤ
помощник-капитанче             | pˈomoʃt͡ʃnˈikkɐpitˈant͡ʃe
помощник-касиер                | pˈomoʃt͡ʃnˈikkasˈierˈɤ
помощник-касиерче              | pˈomoʃt͡ʃnˈikkɐsiˈert͡ʃe
помощник-келнер                | pˈomoʃt͡ʃnˈikkˈeɫnˈer
помощник-келнерче              | pˈomoʃt͡ʃnˈikkeɫnˈert͡ʃe
помощник-кмет                  | pˈomoʃt͡ʃnˈikkmˈet
помощник-ковчежник             | pˈomoʃt͡ʃnˈikkˈoft͡ʃeʒnˈik
помощник-командир              | pˈomoʃt͡ʃnˈikkomˈandirˈɤ
помощник-командирче            | pˈomoʃt͡ʃnˈikkomandˈirt͡ʃe
помощник-комендант             | pˈomoʃt͡ʃnˈikkomˈendɐnɤtˈɤ
помощник-комендантче           | pˈomoʃt͡ʃnˈikkomendˈantt͡ʃe
помощник-комисар               | pˈomoʃt͡ʃnˈikkomisˈar
помощник-консул                | pˈomoʃt͡ʃnˈikkˈonsˈuɫ
помощник-консулче              | pˈomoʃt͡ʃnˈikkonsˈuɫt͡ʃe
помощник-коняр                 | pˈomoʃt͡ʃnˈikkˈoɲɐrˈɤ
помощник-копач                 | pˈomoʃt͡ʃnˈikkˈopɐt͡ʃˈɤ
помощник-кормчия               | pˈomoʃt͡ʃnˈikkˈormt͡ʃijˈa
помощник-кочияш                | pˈomoʃt͡ʃnˈikkot͡ʃˈijɐʃˈɤ
помощник-лаборант              | pˈomoʃt͡ʃnˈikɫabˈorɐnɤtˈɤ
помощник-лаборантче            | pˈomoʃt͡ʃnˈikɫɐborˈantt͡ʃe
помощник-лекар                 | pˈomoʃt͡ʃnˈiklˈekˈar
помощник-лесничей              | pˈomoʃt͡ʃnˈiklesnˈit͡ʃei
помощник-лечител               | pˈomoʃt͡ʃnˈiklˈet͡ʃitˈeɫ
помощник-майстор               | pˈomoʃt͡ʃnˈikmɐjstˈor
помощник-майсторче             | pˈomoʃt͡ʃnˈikmajstˈort͡ʃe
помощник-машинист              | pˈomoʃt͡ʃnˈikmaʃˈinistotˈinki
помощник-машинистче            | pˈomoʃt͡ʃnˈikmɐʃinˈistt͡ʃe
помощник-мениджър              | pˈomoʃt͡ʃnˈikmenˈid͡ʒɤr
помощник-мениджърче            | pˈomoʃt͡ʃnˈikmenid͡ʒˈɤrt͡ʃe
помощник-механик               | pˈomoʃt͡ʃnˈikmˈexɐnˈik
помощник-министър              | pˈomoʃt͡ʃnˈikmˈinistˈɤr
помощник-навигатор             | pˈomoʃt͡ʃnˈiknavˈiɡɐtˈor
помощник-навигаторче           | pˈomoʃt͡ʃnˈiknɐviɡatˈort͡ʃe
помощник-надзирател            | pˈomoʃt͡ʃnˈiknadʑˈirɐtˈeɫ
помощник-началник              | pˈomoʃt͡ʃnˈiknˈat͡ʃɐɫnˈik
помощник-оператор              | pˈomoʃt͡ʃnˈikopˈerɐtˈor
помощник-операторче            | pˈomoʃt͡ʃnˈikoperatˈort͡ʃe
помощник-офицер                | pˈomoʃt͡ʃnˈikofˈit͡serˈɤ
помощник-офицерче              | pˈomoʃt͡ʃnˈikofit͡sˈert͡ʃe
помощник-палач                 | pˈomoʃt͡ʃnˈikpˈaɫɐt͡ʃˈɤ
помощник-пастор                | pˈomoʃt͡ʃnˈikpˈastˈor
помощник-пасторче              | pˈomoʃt͡ʃnˈikpastˈort͡ʃe
помощник-пекар                 | pˈomoʃt͡ʃnˈikpˈekɐrˈɤ
помощник-печатар               | pˈomoʃt͡ʃnˈikpet͡ʃˈatɐrˈɤ
помощник-пилот                 | pˈomoʃt͡ʃnˈikpˈiɫotˈɤ
помощник-пилотче               | pˈomoʃt͡ʃnˈikpiɫˈott͡ʃe
помощник-полицай               | pˈomoʃt͡ʃnˈikpolˈit͡sɐi
помощник-портиер               | pˈomoʃt͡ʃnˈikportˈierˈɤ
помощник-портиерче             | pˈomoʃt͡ʃnˈikportiˈert͡ʃe
помощник-префект               | pˈomoʃt͡ʃnˈikprˈefekɤtˈɤ
помощник-префектче             | pˈomoʃt͡ʃnˈikprefˈektt͡ʃe
помощник-продуцент             | pˈomoʃt͡ʃnˈikprodut͡sˈent
помощник-продуцентче           | pˈomoʃt͡ʃnˈikprodut͡sˈentt͡ʃe
помощник-прокурор              | pˈomoʃt͡ʃnˈikprokˈurorˈɤ
помощник-прокурорче            | pˈomoʃt͡ʃnˈikprokurˈort͡ʃe
помощник-ревизор               | pˈomoʃt͡ʃnˈikrevˈizorˈɤ
помощник-ревизорче             | pˈomoʃt͡ʃnˈikrevizˈort͡ʃe
помощник-редактор              | pˈomoʃt͡ʃnˈikrˈedɐktˈor
помощник-редакторче            | pˈomoʃt͡ʃnˈikredaktˈort͡ʃe
помощник-режисьор              | pˈomoʃt͡ʃnˈikreʒˈiʂorˈɤ
помощник-режисьорче            | pˈomoʃt͡ʃnˈikreʒiʂˈort͡ʃe
помощник-резач                 | pˈomoʃt͡ʃnˈikrˈezɐt͡ʃˈɤ
помощник-ръководител           | pˈomoʃt͡ʃnˈikrɤkovˈoditˈeɫ
помощник-свещеник              | pˈomoʃt͡ʃnˈiksvˈeʃt͡ʃenˈik
помощник-секретар              | pˈomoʃt͡ʃnˈiksekrˈetɐrˈɤ
помощник-сервитьор             | pˈomoʃt͡ʃnˈikservˈitjorˈɤ
помощник-сервитьорка           | pˈomoʃt͡ʃnˈikservˈitjorkˈa
помощник-сервитьорче           | pˈomoʃt͡ʃnˈikservitjˈort͡ʃe
помощник-сестра                | pˈomoʃt͡ʃnˈiksˈestrɐ
помощник-следовател            | pˈomoʃt͡ʃnˈiksledˈovɐtˈeɫ
помощник-слуга                 | pˈomoʃt͡ʃnˈiksɫuɡˈa
помощник-спасител              | pˈomoʃt͡ʃnˈikspˈasitˈeɫ
помощник-суфльор               | pˈomoʃt͡ʃnˈiksˈuflorˈɤ
помощник-суфльорче             | pˈomoʃt͡ʃnˈiksuflˈort͡ʃe
помощник-счетоводител          | pˈomoʃt͡ʃnˈikst͡ʃetovˈoditˈeɫ
помощник-съветник              | pˈomoʃt͡ʃnˈiksˈɤvetnˈik
помощник-треньор               | pˈomoʃt͡ʃnˈiktrˈeɲorˈɤ
помощник-треньорче             | pˈomoʃt͡ʃnˈiktreɲˈort͡ʃe
помощник-управител             | pˈomoʃt͡ʃnˈikˈuprɐvˈiteɫ
помощник-управителка           | pˈomoʃt͡ʃnˈikuprɐvitˈeɫkɐ
помощник-уредник               | pˈomoʃt͡ʃnˈikˈurednˈik
помощник-учител                | pˈomoʃt͡ʃnˈikˈut͡ʃitˈeɫ
помощник-учителка              | pˈomoʃt͡ʃnˈikˈut͡ʃitˈeɫkɐ
помощник-фармацевт             | pˈomoʃt͡ʃnˈikfarmˈat͡sevɤtˈɤ
помощник-фармацевтче           | pˈomoʃt͡ʃnˈikfɐrmat͡sˈeftt͡ʃe
помощник-фотограф              | pˈomoʃt͡ʃnˈikfotˈoɡrɐfˈɤ
помощник-фотографче            | pˈomoʃt͡ʃnˈikfotoɡrˈaft͡ʃe
помощник-хирург                | pˈomoʃt͡ʃnˈikçˈirurɤɡˈɤ
помощник-хлебар                | pˈomoʃt͡ʃnˈikxlˈebɐrˈɤ
помощник-художник              | pˈomoʃt͡ʃnˈikxˈudoʒnˈik
помощник-шериф                 | pˈomoʃt͡ʃnˈikʃˈerifˈɤ
помощник-шерифче               | pˈomoʃt͡ʃnˈikʃerˈift͡ʃe
помощник-шеф                   | pˈomoʃt͡ʃnˈikʃˈef
помощник-шивач                 | pˈomoʃt͡ʃnˈikʃˈivɐt͡ʃˈɤ
помощник-шивачка               | pˈomoʃt͡ʃnˈikʃˈivɐt͡ʃkˈa
помощник-шофьор                | pˈomoʃt͡ʃnˈikʃˈofjorˈɤ
помощник-шофьорче              | pˈomoʃt͡ʃnˈikʃofjˈort͡ʃe
помощник-щурман                | pˈomoʃt͡ʃnˈikʃt͡ʃˈurmˈan
помощник-щурманче              | pˈomoʃt͡ʃnˈikʃt͡ʃurmˈant͡ʃe
помощник-юрист                 | pˈomoʃt͡ʃnˈikjurˈist
помощник-юристче               | pˈomoʃt͡ʃnˈikjurˈistt͡ʃe
португалско-японски            | portˈuɡɐɫskˈojˈaponskˈi
пост-рестант                   | pˈostrˈestɐnɤtˈɤ
поясно-кръстен                 | pojˈasnokrˈɤstˈen
правно-политически             | prˈavnˈopolˈitit͡ʃˈeski
презрително-подигравателен     | prˈezritˈeɫnopodiɡrˈavɐtˈelen
премиер-министър               | premˈierˈɤmˈinistˈɤr
прет-а-порте                   | prˈetapˈorte
приемно-предавателен           | prˈiemnˈopredˈavɐtˈelen
приказно-митологичен           | prikˈaznomitoɫoɡˈit͡ʃen
природо-математически          | prirˈodomɐtematˈit͡ʃeski
приходно-разходен              | prixˈodnorˈasxodˈen
причинно-следствен             | prˈit͡ʃinnˈoslˈedˈɤstvˈen
продавач-консултант            | prodˈavɐt͡ʃˈɤkonsˈuɫtɐnɤtˈɤ
продавач-консултантче          | prodˈavɐt͡ʃˈɤkonsuɫtˈantt͡ʃe
проектант-конструктор          | proˈektɐnɤtˈɤkˈonstruktˈor
проектант-конструкторче        | proˈektɐnɤtˈɤkonstruktˈort͡ʃe
пролетно-летен                 | prˈolˈetnolˈetˈen
промишлено-търговски           | prˈomiʃlˈenotˈɤrɡofskˈi
пропан-бутан                   | prˈopɐnˈɤbˈutɐnˈɤ
пропан-бутанче                 | prˈopɐnˈɤbutˈant͡ʃe
пропорционално-мажоритарен     | proport͡siˈonɐɫnˈomɐʒorˈitɐrˈen
пространствено-времев          | prˈostrɐnˈɤstvˈenovrˈemef
пространство-време             | prˈostrɐnˈɤstvˈovrˈemˈe
професионално-технически       | profesiˈonɐɫnˈotˈexnit͡ʃˈeski
процесуално-следствен          | prot͡sesˈuɐɫnˈoslˈedˈɤstvˈen
психо-физиологийка             | psˈixofizioɫoɡˈijkɐ
психо-физиологичен             | psˈixofizioɫˈoɡit͡ʃˈen
психо-физиологически           | psˈixofizioɫoɡˈit͡ʃeski
психо-физиология               | psˈixofiziˈoɫoɡˈijɐ
публично-държавен              | pˈublˈit͡ʃnodˈɤrʒɐvˈen
публично-частен                | pˈublˈit͡ʃnot͡ʃˈastˈen
работническо-мениджърски       | rˈabotnit͡ʃˈeskomenid͡ʒˈɤrski
работническо-селски            | rˈabotnit͡ʃˈeskoseɫskˈi
равнинно-хълмист               | rˈavninnˈoxɤɫmˈist
развлекателно-образователен    | razvlˈekɐtˈeɫnoobrazˈovɐtˈelen
разкъсно-контузен              | raskˈɤsnokˈontuzˈen
ревю-спектакъл                 | rˈevjuspˈektɐkˈɤɫ
резус-фактор                   | rˈezusfˈaktˈor
религиозно-идеологически       | reliɡˈioznˈoideoɫoɡˈit͡ʃeski
религиозно-култови             | reliɡˈioznˈokˈuɫtˈovi
религиозно-нравоучителен       | reliɡˈioznˈonrɐvoˈut͡ʃitˈelen
религиозно-политически         | reliɡˈioznˈopolˈitit͡ʃˈeski
религиозно-поучителен          | reliɡˈioznˈopoˈut͡ʃitˈelen
религиозно-приватизационен     | reliɡˈioznˈoprivɐtizɐt͡siˈonen
религиозно-социален            | reliɡˈioznˈosot͡sˈiɐlˈen
религиозно-философски          | reliɡˈioznˈofiɫˈosofskˈi
ремонтно-възстановителен       | rˈemontnˈovɤsstanˈovitˈelen
ремонтно-механичен             | rˈemontnˈomexˈanit͡ʃˈen
ремонтно-строителен            | rˈemontnˈostrˈoitˈelen
ресторант-градина              | restˈorɐnɤtˈɤɡrˈadinɐ
рило-родопски                  | rˈiɫˈorˈodopskˈi
ритмично-мелодичен             | rˈitmit͡ʃnˈomeɫˈodit͡ʃˈen
розово-бежов                   | rˈozˈovobˈeʒˈof
розово-бял                     | rˈozˈovobjˈalˈɤ
розово-виолетов                | rˈozˈovoviˈoletˈof
розово-жълт                    | rˈozˈovoʒˈɤlɤtˈɤ
розово-зелен                   | rˈozˈovozˈelenˈɤ
розово-златен                  | rˈozˈovozɫˈatˈen
розово-кафяв                   | rˈozˈovokˈafjɐvˈɤ
розово-лилав                   | rˈozˈovolˈiɫɐvˈɤ
розово-оранжев                 | rˈozˈovoˈorɐnʒˈef
розово-сив                     | rˈozˈovosˈif
розово-син                     | rˈozˈovosˈin
розово-червен                  | rˈozˈovot͡ʃˈervenˈɤ
розово-черен                   | rˈozˈovot͡ʃerˈen
ролс-ройс                      | rˈoɫsrˈojs
ролс-ройсче                    | rˈoɫsrˈojst͡ʃe
румънско-български             | rˈumɤnskˈobɤɫɡˈarski
румънско-унгарски              | rˈumɤnskˈoˈunɡɐrskˈi
руско-азербайджански           | rˈuskˈoɐzerbˈajd͡ʒɐnskˈi
руско-американски              | rˈuskˈoɐmerˈikɐnskˈi
руско-английски                | rˈuskˈoˈanɡlijskˈi
руско-бразилски                | rˈuskˈobrˈaziɫskˈi
руско-български                | rˈuskˈobɤɫɡˈarski
руско-германски                | rˈuskˈoɡˈermɐnskˈi
руско-грузински                | rˈuskˈoɡrˈuzinskˈi
руско-израелски                | rˈuskˈoizrˈaeɫskˈi
руско-китайски                 | rˈuskˈokˈitɐjskˈi
руско-турски                   | rˈuskˈotˈurskˈi
руско-украински                | rˈuskˈoukrˈainskˈi
руско-чеченски                 | rˈuskˈot͡ʃˈet͡ʃenskˈi
руско-японски                  | rˈuskˈojˈaponskˈi
садо-мазо                      | sˈadomˈazo
сакро-лумбален                 | sˈakroɫˈumbɐlˈen
сам-саменичък                  | sˈamsɐmenˈit͡ʃɤk
сам-самичък                    | sˈamsamˈit͡ʃɤk
санитарно-оздравителен         | sanˈitɐrnˈoozdrˈavitˈelen
санитарно-хигиенен             | sanˈitɐrnˈoçiɡiˈenen
сантиментално-философски       | sɐntimˈentɐɫnˈofiɫˈosofskˈi
